New Years Day,Presidents Day,Memorial Day,Independence Day,Labor Day,Veterans Day,Thanksgiving,Christmas
2025-01-01,2025-02-17,2025-05-26,2025-07-04,2025-09-01,2025-11-11,2025-11-27,2025-12-25
