Date_Time,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054
2018-01-01 00:00:00,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2018-01-01 01:00:00,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2018-01-01 02:00:00,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2018-01-01 03:00:00,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2018-01-01 04:00:00,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2018-01-01 05:00:00,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2018-01-01 06:00:00,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
2018-01-01 07:00:00,0.00001598,0.00001638,0.00001679,0.00001721,0.00001764,0.00023765,0.00045767,0.00067769,0.00069463,0.00071199,0.00072979,0.00074804,0.00076674,0.00078591,0.00080555,0.00082569,0.00084634,0.00086749,0.00088918,0.00091141,0.00093420,0.00095755,0.00098149,0.00100603,0.00103118,0.00105696,0.00108338,0.00111047,0.00113823,0.00116668,0.00119585
2018-01-01 08:00:00,0.00002074,0.00002126,0.00002179,0.00002234,0.00002289,0.00030848,0.00059407,0.00087965,0.00090165,0.00092419,0.00094729,0.00097097,0.00099525,0.00102013,0.00104563,0.00107177,0.00109857,0.00112603,0.00115418,0.00118304,0.00121261,0.00124293,0.00127400,0.00130585,0.00133850,0.00137196,0.00140626,0.00144141,0.00147745,0.00151439,0.00155225
2018-01-01 09:00:00,0.00000823,0.00000844,0.00000865,0.00000886,0.00000908,0.00012241,0.00023573,0.00034905,0.00035777,0.00036672,0.00037589,0.00038528,0.00039491,0.00040479,0.00041491,0.00042528,0.00043591,0.00044681,0.00045798,0.00046943,0.00048116,0.00049319,0.00050552,0.00051816,0.00053112,0.00054439,0.00055800,0.00057195,0.00058625,0.00060091,0.00061593
